Stimulus,Variant,Score,Label
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,1,1
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,1,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,1,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,1,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,1,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,1,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
both,kNN1,0,0
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,0,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,1,1
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
dark,kNN1,0,0
